,Name,Platform,Date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,Total_Shipped,game_id,developer
26668,Eragon,DS,2006.0,Action,Vivendi Games,0.13,0.02,0.0,0.01,0.16,,0.16,72597,Amaze Entertainment
26674,Scarface: Money. Power. Respect.,PSP,2006.0,Strategy,Vivendi Games,0.15,0.0,0.0,0.01,0.16,,0.16,72598,Radical Entertainment
26675,Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005.0,Role-Playing,Banpresto,0.0,0.0,0.16,0.0,0.16,,0.16,72599,Flight-Plan
26676,Silent Scope 3,PS2,2002.0,Shooter,Konami Digital Entertainment,0.08,0.06,0.0,0.02,0.16,,0.16,72601,Konami Computer Entertainment Tokyo
26677,World Series of Poker: Tournament of Champions 2007 Edition,X360,2006.0,Misc,Activision,0.15,0.0,0.0,0.01,0.16,,0.16,72602,Left Field Productions
26685,Namco Classic Fighter Collection,PS2,2008.0,Fighting,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,,0.16,72604,Namco Bandai Games
26686,International Superstar Soccer Deluxe,SNES,1995.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,0.16,72605,Konami
26694,Intellivision Lives!,PS2,2003.0,Misc,Play It,0.08,0.06,0.0,0.02,0.16,,0.16,72607,Realtime Associates
26701,Field Commander,PSP,2006.0,Strategy,Sony Online Entertainment,0.14,0.0,0.0,0.01,0.16,,0.16,72608,Sony Online Entertainment
26709,Little League World Series Baseball 2009,Wii,2009.0,Sports,Activision,0.15,0.0,0.0,0.01,0.16,,0.15,72610,Now Production
26711,The King of Fighters XII,PS3,2009.0,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16,,0.16,72611,SNK Playmore Corporation
26713,Doctor Who: Evacuation Earth,DS,2010.0,Adventure,Asylum Entertainment,0.0,0.14,0.0,0.02,0.16,,0.15,72612,Asylum Entertainment
26719,Ener-G: Dance Squad,DS,2008.0,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.16,,0.16,72614,Lexis Numerique
26720,Our House,DS,2009.0,Strategy,Majesco Entertainment,0.15,0.0,0.0,0.01,0.16,,0.16,72615,Majesco
26721,SimEarth: The Living Planet,SNES,1991.0,Simulation,Imagineer,0.0,0.0,0.16,0.0,0.16,,,72616,Tomcat System
26734,Sengoku Basara: Chronicle Heroes,PSP,2011.0,Action,Capcom,0.0,0.0,0.16,0.0,0.16,,0.16,72618,Access Games
26742,The Wild Thornberrys: Chimp Chase,GBA,2001.0,Action,THQ,0.11,0.04,0.0,0.0,0.16,,0.16,72620,Helixe
26743,Power Stakes,PS,1997.0,Sports,Aques,0.0,0.0,0.15,0.01,0.16,,0.16,72621,TOSE
26744,Fighters Destiny,N64,1998.0,Fighting,Ocean,0.13,0.03,0.0,0.0,0.16,,0.16,72622,Opus Studio
26745,Asteroids Hyper 64,N64,1999.0,Shooter,Crave Entertainment,0.13,0.03,0.0,0.0,0.16,,0.16,72623,Syrox Developments
26748,Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.04,0.16,,0.16,72625,Diamond Head
26749,Tom and Jerry in Fists of Furry,N64,2000.0,Fighting,Ubisoft,0.13,0.03,0.0,0.0,0.16,,0.16,72626,VIS Entertainment
26766,Starcraft 64,N64,2000.0,Strategy,Nintendo,0.13,0.03,0.0,0.0,0.16,,0.16,72629,Mass Media
26767,Destruction Derby 64,N64,1999.0,Racing,THQ,0.13,0.03,0.0,0.0,0.16,,0.16,72630,Looking Glass Studios
26768,Buck Bumble,N64,1998.0,Action,Ubisoft,0.13,0.03,0.0,0.0,0.16,,0.16,72631,Argonaut Games
26769,California Speed,N64,1999.0,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16,,0.16,72632,Atari Games
26770,Wonder Project J2: Koruro no Mori no Josette,N64,1996.0,Simulation,Enix Corporation,0.0,0.0,0.12,0.04,0.16,,0.16,72633,Givro Corporation
26771,Culdcept SAGA,X360,2006.0,Role-Playing,Namco Bandai Games,0.12,0.0,0.03,0.01,0.16,,,72634,OmiyaSoft
26772,Take A Break's: Puzzle Master,DS,2009.0,Puzzle,Ubisoft,0.0,0.15,0.0,0.01,0.16,,0.16,72635,Ubisoft
26773,Dragon Ball: Origins 2,DS,2010.0,Action,Namco Bandai Games,0.05,0.02,0.08,0.01,0.16,,0.16,72636,Game Republic
26774,Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006.0,Misc,TDK Core,0.0,0.0,0.16,0.0,0.16,,0.16,72637,TDK Core
26775,Innocent Life: A Futuristic Harvest Moon,PSP,2006.0,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16,,,72638,ArtePiazza
26782,Macross Ace Frontier,PSP,2008.0,Simulation,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,,0.16,72640,ArtDink
26783,Black & Bruised,PS2,2003.0,Fighting,Vivendi Games,0.08,0.06,0.0,0.02,0.16,,0.16,72641,Digital Fiction
26785,Sherlock Holmes vs. Jack the Ripper,X360,2009.0,Adventure,Focus Home Interactive,0.11,0.04,0.0,0.01,0.16,,,72642,Frogwares
26787,.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,,,72643,CyberConnect2
26799,Scripps Spelling Bee,DS,2010.0,Simulation,THQ,0.15,0.0,0.0,0.01,0.16,,0.15,72647,"Webfoot Technologies, Inc."
26802,Ener-G Horse Riders,DS,2008.0,Sports,Ubisoft,0.14,0.01,0.0,0.01,0.16,,0.16,72649,Lexis Numerique
26803,Time Hollow,DS,2008.0,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0.0,0.16,,0.16,72650,Tenky
26807,Rudolph the Red-Nosed Reindeer,Wii,2010.0,Action,Crave Entertainment,0.15,0.0,0.0,0.01,0.16,,0.16,72652,Glyphic Entertainment
26809,SpongeBob's Truth or Square,DS,2009.0,Action,THQ,0.08,0.07,0.0,0.01,0.16,,0.15,72654,Heavy Iron Studios
26812,Ghost in the Shell: Stand Alone Complex,PS2,2004.0,Adventure,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,,0.16,72655,Cavia Inc.
26814,Rondo of Swords (US sales),DS,2007.0,Role-Playing,Success,0.16,0.0,0.0,0.0,0.16,,,72656,Success
26820,Battle Soccer: Field no Hasha,SNES,1992.0,Sports,Banpresto,0.0,0.0,0.16,0.0,0.16,,0.16,72658,Banpresto
26829,Vegas Party,Wii,,Misc,Unknown,0.15,0.0,0.0,0.01,0.16,,,72661,Game Life
26830,Amped 3,X360,2005.0,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,,0.16,72662,2K Sports
26831,Family Party: 30 Great Games Outdoor Fun,Wii,2009.0,Misc,D3Publisher,0.14,0.01,0.0,0.01,0.16,,0.16,72663,Tamsoft Corporation
26832,FlatOut 2,PS2,2006.0,Racing,Empire Interactive,0.08,0.06,0.0,0.02,0.16,,0.16,72664,Bugbear Entertainment
26836,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006.0,Fighting,Atari,0.14,0.0,0.0,0.01,0.16,,,72665,CyberConnect2
26837,FIFA Soccer 96,PS,1995.0,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,,0.16,72666,Extended Play Productions
26844,Burger Island,DS,2008.0,Action,Destineer,0.15,0.0,0.0,0.01,0.16,,0.16,72667,TechFront
26853,Just Dance: Disney Party,X360,2012.0,Misc,Ubisoft,0.13,0.02,0.0,0.01,0.16,,0.16,72671,Land Ho!
26865,J-League Jikkyou Winning Eleven 2000,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.01,0.16,,0.16,72674,Konami
26866,Eve: The Lost One,SAT,1998.0,Adventure,Imagineer,0.0,0.0,0.16,0.0,0.16,,0.16,72675,C's Ware
26867,Chessmaster: The Art of Learning,DS,2007.0,Misc,Ubisoft,0.12,0.03,0.0,0.01,0.16,,0.15,72676,Ubisoft
26870,Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010.0,Strategy,Konami Digital Entertainment,0.11,0.02,0.02,0.01,0.16,,0.16,72677,Konami
26871,Konami Krazy Racers,GBA,2001.0,Racing,Konami Digital Entertainment,0.09,0.03,0.04,0.0,0.16,,0.16,72679,KCEK
26873,Saturday Night Slam Masters,SNES,1994.0,Fighting,Capcom,0.0,0.0,0.16,0.0,0.16,,0.16,72680,Capcom
26874,Blitz: The League II,PS3,2008.0,Sports,Midway Games,0.11,0.03,0.0,0.02,0.16,,0.15,72681,Midway Games
26876,F-Zero: GP Legend,GBA,2003.0,Racing,Nintendo,0.11,0.04,0.0,0.0,0.16,,,72682,Suzak
26877,Victorious: Hollywood Arts Debut,DS,2011.0,Misc,D3Publisher,0.14,0.01,0.0,0.01,0.16,,0.15,72684,Namco Bandai Games
26878,Mr. Driller 2,GBA,2001.0,Puzzle,Namco Bandai Games,0.0,0.0,0.15,0.0,0.16,,,72685,Namco
26880,Just Sing!,DS,2009.0,Misc,DTP Entertainment,0.14,0.01,0.0,0.01,0.16,,,72686,Engine Software
26886,Dragon's Lair Trilogy,Wii,2010.0,Adventure,Destineer,0.15,0.0,0.0,0.01,0.16,,0.15,72688,Digital Leisure Inc.
26887,Trivial Pursuit: Bet You Know It,Wii,2011.0,Misc,Electronic Arts,0.1,0.04,0.0,0.01,0.16,,0.16,72689,EA Salt Lake
26888,Imagine: Ice Champions,DS,2007.0,Sports,Spike,0.15,0.0,0.0,0.01,0.16,,,72690,Spike Co.
26889,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2009.0,Sports,Sega,0.0,0.0,0.16,0.0,0.16,,0.16,72691,Sega
26895,Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2007.0,Misc,505 Games,0.15,0.0,0.0,0.01,0.16,,0.16,72694,Japan Art Media
26900,Power Rangers Double Pack,GBA,2005.0,Action,THQ,0.11,0.04,0.0,0.0,0.16,,0.16,72696,THQ
26901,Mugen Souls,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.04,0.03,0.08,0.01,0.16,,0.16,72697,Compile Heart
26903,Yakuza Kiwami,PS4,2016.0,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,,,72698,Sega
26907,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998.0,Misc,Syscom,0.0,0.0,0.15,0.01,0.16,,0.16,72699,Unknown
26908,"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009.0,Sports,Aspyr,0.15,0.0,0.0,0.01,0.16,,0.16,72700,Nerjyzed Entertainment
26910,FIFA Soccer 97,PS,1996.0,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,,0.16,72701,EA Canada
26918,Psychic Force,PS,1996.0,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16,,0.16,72703,Taito Corporation
26919,Trigger Man,PS2,2004.0,Shooter,Play It,0.08,0.06,0.0,0.02,0.16,,0.16,72704,Point of View
26922,Bomberman Land Touch! 2,DS,2007.0,Puzzle,Rising Star Games,0.13,0.0,0.01,0.01,0.16,,,72705,Hudson Soft
26930,The Godfather: Blackhand Edition,Wii,2007.0,Adventure,Electronic Arts,0.14,0.0,0.0,0.01,0.16,,0.15,72707,EA Redwood Shores
26931,StarBlade α,PS,1995.0,Shooter,Sony Computer Entertainment,0.0,0.0,0.15,0.01,0.16,,,72708,Namco
26932,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008.0,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,,0.16,72709,Bandai Namco Games
26939,Monster House,DS,2006.0,Adventure,THQ,0.14,0.01,0.0,0.01,0.16,,0.16,72711,Artificial Mind and Movement
26943,Backyard Sports: Sandlot Sluggers,Wii,2010.0,Sports,Atari,0.15,0.0,0.0,0.01,0.16,,0.15,72713,HB Studios Multimedia Limited
26951,Arcade Zone,Wii,2009.0,Misc,Activision,0.14,0.0,0.0,0.01,0.16,,0.15,72715,Ivolgamus UAB
26954,7th Dragon III Code: VFD,3DS,2015.0,Role-Playing,Sega,0.03,0.0,0.12,0.0,0.16,,,72717,Sega
26958,Culdcept,3DS,2012.0,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16,,,72719,OmiyaSoft
26972,Halo Triple Pack,XB,2005.0,Shooter,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.16,,0.16,72724,Bungie Studios
26973,Street Racer,PS,1996.0,Racing,Ubisoft,0.09,0.06,0.0,0.01,0.16,,0.16,72725,Vivid Image
26991,Arcana Heart,PS2,2007.0,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16,,,72728,Examu Inc.
26999,Infected,PSP,2005.0,Shooter,THQ,0.14,0.0,0.0,0.01,0.16,,0.15,72731,Planet Moon Studios
27000,Battlestar Galactica,PS2,2003.0,Shooter,Vivendi Games,0.08,0.06,0.0,0.02,0.16,,0.16,72732,Warthog
27005,Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011.0,Role-Playing,Square Enix,0.0,0.0,0.16,0.0,0.16,,0.16,72734,Square Enix
27006,Bust-A-Move Bash!,Wii,2007.0,Puzzle,505 Games,0.13,0.01,0.0,0.01,0.16,,0.15,72735,Happy Happening
27007,Block Party,Wii,2008.0,Misc,Activision,0.14,0.0,0.0,0.01,0.16,,0.15,72736,Activision
27008,Toriko: Gourmet Monsters!,3DS,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,,0.16,72737,Namco Bandai Games
27009,The Incredible Hulk: The Pantheon Saga,PS,1996.0,Action,Eidos Interactive,0.09,0.06,0.0,0.01,0.16,,,72738,Attention To Detail
27017,Megamind: Ultimate Showdown,PS3,2010.0,Action,THQ,0.07,0.06,0.0,0.02,0.16,,0.15,72740,THQ Australia Studios Pty Ltd.
27019,The Idolm@ster 2,PS3,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,,0.16,72741,Bandai Namco Games
27021,Space Camp,DS,2009.0,Action,Activision,0.14,0.0,0.0,0.01,0.16,,0.15,72742,7 Studios
27023,Imagine: Music Fest,DS,2009.0,Simulation,Ubisoft,0.15,0.0,0.0,0.01,0.16,,0.16,72743,Handheld Games
27036,Jurassic Park: The Game,X360,,Action,Unknown,0.15,0.0,0.0,0.01,0.16,,,72748,Telltale Games
27039,He-Man: Power of Grayskull,GBA,2002.0,Action,TDK Mediactive,0.11,0.04,0.0,0.0,0.16,,0.16,72749,Taniko
27041,WordJong,DS,2007.0,Puzzle,White Park Bay Software,0.13,0.01,0.0,0.01,0.16,,0.15,72750,Magellan Interactive
27042,Putty Squad,PS4,2013.0,Platform,System 3,0.06,0.07,0.0,0.02,0.16,3.0,0.16,72751,System 3
27050,Polaris SnoCross,PS,2000.0,Racing,Vatical Entertainment,0.09,0.06,0.0,0.01,0.16,,0.16,72752,Vicarious Visions
27054,Wing Commander III: Heart of the Tiger,PS,1996.0,Action,Electronic Arts,0.09,0.06,0.0,0.01,0.16,,0.16,72753,Origin Systems
27073,Muppet RaceMania,PS,1999.0,Racing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.15,,,72757,Traveller's Tales
27074,Namco Museum Vol.5,PS,1996.0,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15,,,72758,Namco
27075,Courier Crisis,PS,1997.0,Racing,BMG Interactive Entertainment,0.09,0.06,0.0,0.01,0.15,,0.15,72759,New Level Software
27077,Bleach: Dark Souls,DS,2007.0,Fighting,Sega,0.12,0.02,0.0,0.01,0.15,,,72760,"Treasure Co., Ltd."
27078,The Oregon Trail,Wii,2011.0,Simulation,Crave Entertainment,0.15,0.0,0.0,0.01,0.15,,0.15,72761,SVG Distribution
27084,Digimon Battle Spirit 2,GBA,2003.0,Fighting,Namco Bandai Games,0.11,0.04,0.0,0.0,0.15,,0.15,72762,Dimps Corporation
27085,Winning Post 3,PS,1998.0,Racing,Tecmo Koei,0.0,0.0,0.14,0.01,0.15,,0.15,72763,Koei
27086,FIFA 06: Road to FIFA World Cup,X360,2005.0,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,,0.15,72764,EA Canada
27087,Driven,PS2,2001.0,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,0.15,,0.15,72765,BAM! Entertainment
27099,"Warhammer 40,000: Fire Warrior",PS2,2003.0,Shooter,THQ,0.08,0.06,0.0,0.02,0.15,,0.15,72768,Kuju Entertainment
27103,James Noir's Hollywood Crimes,3DS,2011.0,Adventure,Ubisoft,0.07,0.07,0.0,0.02,0.15,6.7,0.16,72770,Ubisoft
27113,MTV Music Generator 2,PS2,2001.0,Misc,Codemasters,0.08,0.06,0.0,0.02,0.15,,0.15,72773,Jester Interactive
27114,The Quest Trio,DS,2008.0,Puzzle,Avanquest,0.14,0.01,0.0,0.01,0.15,,0.15,72774,Mistic Software
27119,Space Invaders Extreme,DS,2008.0,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,,0.15,72776,Taito Corporation
27126,Paris-Dakar Rally,PS2,2001.0,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.15,,0.15,72778,Broadsword Interactive
27130,Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,0.15,72780,Bec
27131,Atelier Iris: Eternal Mana,PS2,2004.0,Role-Playing,Tecmo Koei,0.08,0.06,0.0,0.02,0.15,,,72781,Gust
27132,Blinx 2: Masters of Time & Space,XB,2004.0,Platform,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.15,,0.15,72782,Artoon
27152,Deponia,PC,2012.0,Adventure,Daedalic,0.0,0.13,0.0,0.03,0.15,8.2,0.74,72787,Daedalic Entertainment
27156,Harvest Moon: The Lost Valley,3DS,2014.0,Simulation,Natsume,0.12,0.02,0.0,0.01,0.15,,0.17,72788,Natsume
27157,Knockout Kings 2003,GC,2002.0,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,,0.15,72789,NEW Corporation
27167,Jewel Quest Solitaire,DS,2009.0,Puzzle,GSP,0.0,0.14,0.0,0.02,0.15,,,72793,Avanquest Software
27174,Digimon World 4,PS2,2005.0,Role-Playing,Atari,0.08,0.06,0.0,0.02,0.15,,0.15,72795,Bandai
27183,Disney's Story Studio: Disney's Mulan,PS,1999.0,Misc,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.15,,0.15,72797,Disney Interactive Studios
27184,Klax,2600,1989.0,Puzzle,Atari,0.14,0.01,0.0,0.0,0.15,,,72798,Tengen
27193,Pressure Cooker,2600,1982.0,Action,Activision,0.14,0.01,0.0,0.0,0.15,,,72799,Activision
27194,Saturn Bomberman,SAT,1996.0,Puzzle,Sega,0.0,0.0,0.15,0.0,0.15,,,72800,Hudson Soft
27195,Home Run,2600,,Sports,Atari,0.14,0.01,0.0,0.0,0.15,,,72801,Atari
27196,Jikkyou Powerful Pro Yakyuu Portable,PSP,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,0.15,72802,PawaPuro Productions
27205,Sonny with a Chance,DS,2010.0,Action,Disney Interactive Studios,0.12,0.02,0.0,0.01,0.15,,0.15,72805,Altron
27211,Farm Frenzy: Animal Country,DS,2009.0,Simulation,City Interactive,0.13,0.01,0.0,0.01,0.15,,,72807,City Interactive
27212,Kingdom Under Fire: Heroes,XB,2005.0,Strategy,Deep Silver,0.11,0.03,0.0,0.01,0.15,,0.15,72808,Phantagram
27218,Cartoon Network Collection: Game Boy Advance Video Special Edition,GBA,2005.0,Misc,,0.11,0.04,0.0,0.0,0.15,,0.15,72811,Majesco Games
27219,Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009.0,Fighting,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,,0.15,72812,CyberConnect2
27225,Streak: Hoverboard Racing,PS,1998.0,Racing,GT Interactive,0.09,0.06,0.0,0.01,0.15,,0.15,72814,SingleTrac
27227,Samurai Warriors: Katana,Wii,2007.0,Action,Tecmo Koei,0.11,0.0,0.04,0.01,0.15,,,72815,Omega Force
27228,Project Sylpheed: Arc of Deception,X360,2006.0,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15,,,72816,Game Arts / Seta Corporation
27229,Enthusia Professional Racing,PS2,2005.0,Racing,Konami Digital Entertainment,0.07,0.06,0.0,0.02,0.15,,0.15,72817,Konami
27232,Get On Da Mic,PS2,2004.0,Misc,Eidos Interactive,0.07,0.06,0.0,0.02,0.15,,0.15,72819,Artificial Mind and Movement
27233,Heroes of Mana,DS,2007.0,Strategy,Square Enix,0.08,0.01,0.05,0.01,0.15,,0.14,72820,Brownie Brown
27238,Army Men: Sarge's War,GC,2004.0,Shooter,Global Star,0.12,0.03,0.0,0.0,0.15,,0.15,72822,Tactical Development
27242,Horse Life Adventures,Wii,2008.0,Simulation,Deep Silver,0.13,0.01,0.0,0.01,0.15,,,72823,NEKO Entertainment Yullaby
27244,Amagami,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.15,0.0,0.15,,0.15,72824,Kadokawa Shoten
27253,Jikkyou Powerful Pro Yakyuu 2009,PS2,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,,0.15,72826,Konami
27254,Blazing Angels 2: Secret Missions of WWII,PS3,2007.0,Simulation,Ubisoft,0.1,0.03,0.0,0.02,0.15,,0.15,72827,Ubisoft Romania
27266,Kidou Senkan Nadesico,SAT,1997.0,Strategy,Sega,0.0,0.0,0.15,0.0,0.15,,0.15,72830,fupac
27267,Tears to Tiara II: Heir of the Overlord,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.07,0.02,0.06,0.01,0.15,,,72831,Sting
27283,The Secret Saturdays: Beasts of the 5th Sun,PS2,2009.0,Action,D3Publisher,0.05,0.02,0.0,0.08,0.15,,0.15,72835,High Voltage Software
27288,Countdown: The Game,DS,2009.0,Puzzle,Mindscape,0.0,0.14,0.0,0.01,0.15,,0.15,72836,Mindscape
27290,Active Life Explorer,Wii,2010.0,Sports,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,,0.15,72837,Namco Bandai Games
27291,MLB Power Pros 2008,PS2,2008.0,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,,0.15,72838,PawaPuro Production
27294,The Fairly Odd Parents: Clash with the Anti-World,GBA,2005.0,Adventure,THQ,0.11,0.04,0.0,0.0,0.15,,0.15,72839,THQ
27295,Theatrhythm Dragon Quest,3DS,2015.0,Misc,Square Enix,0.0,0.0,0.15,0.0,0.15,,0.16,72840,Square Enix
27304,Disney's The Lion King: Simba's Mighty Adventure,PS,2000.0,Action,Activision,0.08,0.06,0.0,0.01,0.15,,0.15,72843,Paradox Development
27306,Family Party: Fitness Fun,Wii,2010.0,Sports,D3Publisher,0.14,0.0,0.0,0.01,0.15,,0.15,72844,Tamsoft Corporation
27319,Metal Slug Anthology,Wii,2006.0,Shooter,Ignition Entertainment,0.12,0.01,0.0,0.01,0.15,,0.14,72847,Terminal Reality
27326,All Japan Pro Wrestling featuring Virtua,SAT,1997.0,Fighting,Sega,0.0,0.0,0.15,0.0,0.15,,0.15,72850,Sega
27327,Rudra no Hihou,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,0.15,0.0,0.15,,0.15,72851,SquareSoft
27329,Gundam Breaker 2,PSV,2014.0,Action,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,0.16,72852,Namco Bandai Games
27337,Cake Mania: In The Mix!,Wii,2008.0,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15,,0.15,72854,Gorilla Systems
27338,Zoids: Battle Legends,GC,2003.0,Action,Tomy Corporation,0.12,0.03,0.0,0.0,0.15,,,72855,Tomy Corporation
27341,Serious Sam,XB,2002.0,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15,,0.15,72857,Croteam
27342,Kowloon's Gate,PS,1997.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,,0.15,72858,ArtDink
27343,Killer7,GC,2005.0,Action,Capcom,0.12,0.03,0.0,0.0,0.15,,0.15,72859,Grasshopper Manufacture
27345,Kingdom of Paradise,PSP,2005.0,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,,0.15,72860,Climax Entertainment
27347,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010.0,Puzzle,Astragon,0.09,0.04,0.0,0.01,0.15,,0.14,72861,Gunnar Games
27352,The Sims Medieval: Pirates and Nobles,PC,2011.0,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15,,0.15,72863,The Sims Studio
27356,Super Monkey Ball Adventure,GC,2006.0,Platform,Sega,0.12,0.03,0.0,0.0,0.15,,0.15,72865,Traveller's Tales
27360,Kids Learn Math: A+ Edition,DS,2011.0,Misc,Unknown,0.14,0.0,0.0,0.01,0.15,,0.15,72866,Talking Stick Games
27365,Build-A-Bear Workshop: Welcome to Hugsville,DS,2010.0,Misc,Game Factory,0.14,0.0,0.0,0.01,0.15,,0.15,72868,Game Factory
27368,Final Fantasy XI: Vana'diel Collection 2008,X360,2007.0,Role-Playing,Square Enix,0.13,0.0,0.01,0.01,0.15,,0.15,72870,Square Enix
27372,Suzumiya Haruhi no Yakusoku,PSP,2007.0,Adventure,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,0.15,72871,Bandai Namco Games
27373,Shadow Ops: Red Mercury,XB,2004.0,Shooter,Atari,0.11,0.03,0.0,0.01,0.15,,0.15,72872,Zombie Studios
27375,Indigo Prophecy,PS2,2005.0,Adventure,Atari,0.07,0.06,0.0,0.02,0.15,,0.15,72873,Quantic Dream
27379,World League Soccer,SNES,1991.0,Sports,Imagineer,0.0,0.0,0.15,0.0,0.15,,,72875,Anco
27391,Ultimate Board Game Collection,Wii,2007.0,Misc,Xplosiv,0.14,0.0,0.0,0.01,0.15,,0.15,72879,Jack of All Games
27404,Samurai Shodown Anthology,PS2,2008.0,Fighting,Ignition Entertainment,0.07,0.06,0.0,0.02,0.15,,,72881,SNK Playmore Corporation
27411,Musashi: Samurai Legend,PS2,2005.0,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15,,0.15,72883,Square Enix
27412,Saint Seiya: Soldiers' Soul,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.09,0.04,0.02,0.15,7.2,0.3,72884,Namco Bandai Games
27427,Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013.0,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,7.2,0.16,72886,Mercury Steam
27432,Fantasia: Music Evolved,XOne,2014.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15,7.4,0.19,72888,Harmonix Music Systems
27434,Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,2004.0,Misc,,0.11,0.04,0.0,0.0,0.15,,,72889,Nintendo
27435,F1 2001,PS2,2001.0,Racing,Electronic Arts,0.07,0.06,0.0,0.02,0.15,,0.15,72890,Electronic Arts UK
27438,The Legend of Heroes: Trails of Cold Steel II,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.0,0.13,0.01,0.15,,,72891,Nihon Falcom Corporation
27444,J-League Victory Goal,SAT,1995.0,Sports,Sega,0.0,0.0,0.15,0.0,0.15,,0.15,72893,Sega
27451,Oreshika: Tainted Bloodlines,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.15,0.0,0.15,,,72895,Alfa System
