,Name,Platform,Date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,Total_Shipped,game_id,developer
25936,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,0.17,72306,Bandai Namco Games
25943,ESPN Final Round Golf 2002,GBA,2001.0,Sports,Konami Digital Entertainment,0.12,0.05,0.0,0.0,0.17,,0.17,72308,Konami Computer Entertainment Nagoya
25944,MDK2 Armageddon,PS2,2001.0,Shooter,Virgin Interactive,0.08,0.07,0.0,0.02,0.17,,0.17,72309,BioWare Corp.
25945,Exhibition Volume 02,XB,2003.0,Misc,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17,,0.17,72310,Various
25946,Watchmen: The End is Nigh - The Complete Experience,PS3,2009.0,Action,Warner Bros. Interactive Entertainment,0.08,0.07,0.0,0.02,0.17,,0.16,72311,Deadline Games
25950,Sudoku Gridmaster,DS,2006.0,Puzzle,Nintendo,0.13,0.03,0.0,0.01,0.17,,0.17,72313,Hudson Soft
25951,Disney's Atlantis: The Lost Empire,PS,2001.0,Platform,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.17,,0.17,72314,Eurocom Entertainment Software
25955,Power Pro Kun Pocket,GB,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,,0.17,72315,Diamond Head
25963,Tamagotchi no Narikiri Challenge,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,0.17,72317,Bandai Namco Games
25967,Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999.0,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.01,0.17,,0.17,72320,Bandai
25968,Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999.0,Adventure,ChunSoft,0.0,0.0,0.16,0.01,0.17,,0.17,72321,ChunSoft
25969,Dementium: The Ward,DS,2007.0,Shooter,SouthPeak Games,0.15,0.01,0.0,0.01,0.17,,0.17,72322,Renegade Kid
25981,MX World Tour Featuring Jamie Little,PS2,2005.0,Racing,Play It,0.08,0.07,0.0,0.02,0.17,,0.17,72326,Impulse Games
25983,Goblin Commander: Unleash the Horde,PS2,2003.0,Strategy,Jaleco,0.08,0.07,0.0,0.02,0.17,,0.17,72327,Jaleco Entertainment
25986,Hello Kitty: Happy Party Pals,GBA,2005.0,Misc,THQ,0.12,0.05,0.0,0.0,0.17,,0.17,72328,ValuSoft
25987,Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009.0,Action,Take-Two Interactive,0.16,0.0,0.0,0.01,0.17,,0.18,72329,2K Games
25992,World Destruction League: Thunder Tanks,PS2,2000.0,Action,3DO,0.08,0.07,0.0,0.02,0.17,,0.17,72331,3DO
25995,Age of Empires III: Complete Collection,PC,2009.0,Strategy,Microsoft Game Studios,0.01,0.12,0.0,0.03,0.17,,0.17,72333,Ensemble Studios
25996,Finding Nemo: Escape to the Big Blue,DS,2006.0,Action,THQ,0.12,0.04,0.0,0.01,0.17,,0.16,72334,Altron
25997,Backyard Baseball '10,PS2,2009.0,Sports,Atari,0.08,0.07,0.0,0.02,0.17,,0.17,72335,Atari
26000,Resident Evil Director's Cut: Dual Shock Edition,PS,1997.0,Action,Capcom,0.0,0.0,0.16,0.01,0.17,,,72336,Capcom
26007,Top Spin 2,X360,2006.0,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,,0.17,72338,Indie Built
26011,N3 II: Ninety-Nine Nights,X360,2010.0,Action,Microsoft Game Studios,0.06,0.07,0.04,0.01,0.17,,0.17,72339,Q Entertainment / Phantagram / FeelPlus
26018,RoadKill,PS2,2003.0,Action,Midway Games,0.08,0.07,0.0,0.02,0.17,,0.17,72341,Terminal Reality
26021,Hanjuku Eiyuu Tai 3D,PS2,2003.0,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,,0.17,72342,Square Enix
26022,.hack//G.U. Vol.3//Redemption,PS2,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,0.17,72343,CyberConnect2
26025,Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000.0,Strategy,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,0.17,72345,Bandai
26029,Tak: The Great Juju Challenge,GBA,2005.0,Platform,THQ,0.12,0.05,0.0,0.0,0.17,,0.17,72347,WayForward
26034,Macross Ultimate Frontier,PSP,2009.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,0.17,72348,ArtDink
26039,Jillian Michaels Fitness Ultimatum 2011,Wii,2010.0,Sports,D3Publisher,0.16,0.0,0.0,0.01,0.17,,0.17,72350,Collision Studios
26040,Pursuit Force: Extreme Justice,PSP,2007.0,Action,Sony Computer Entertainment,0.07,0.07,0.0,0.03,0.17,,,72351,Bigbig Studios
26044,Hunter: The Reckoning Redeemer,XB,2003.0,Action,Interplay,0.13,0.04,0.0,0.01,0.17,,0.17,72353,High Voltage Software
26056,Tokyo Xtreme Racer,DC,1999.0,Racing,Genki,0.0,0.0,0.17,0.0,0.17,,0.17,72357,Genki
26057,Fighter Maker,PS,1998.0,Fighting,Agetec,0.05,0.04,0.07,0.01,0.17,,,72358,ASCII Entertainment
26064,Backyard NFL Football '10,Wii,2009.0,Sports,Atari,0.16,0.0,0.0,0.01,0.17,,0.17,72360,Humongous Entertainment
26067,Professor Heinz Wolff's Gravity,Wii,2008.0,Puzzle,Deep Silver,0.04,0.12,0.0,0.02,0.17,,,72361,EM Studios
26070,Thief: Deadly Shadows,XB,2004.0,Action,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,,0.17,72362,Unknown
26072,Buzz! Brain of the UK,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.02,0.17,,0.17,72363,Relentless Software
26075,NBA 09: The Inside,PSP,2008.0,Sports,Sony Computer Entertainment,0.16,0.0,0.0,0.01,0.17,,0.17,72364,SCE San Diego Studio
26078,Transformers: Prime,3DS,2012.0,Action,Activision,0.13,0.03,0.0,0.01,0.17,,0.19,72365,Now Production
26096,Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.12,0.05,0.0,0.0,0.17,,0.17,72369,Majesco Games
26097,Luxor 3,Wii,2008.0,Puzzle,Mumbo Jumbo,0.16,0.0,0.0,0.01,0.17,,0.17,72370,MumboJumbo
26099,Bratz Kidz,Wii,2008.0,Misc,Game Factory,0.16,0.0,0.0,0.01,0.17,,0.17,72371,Neko Entertainment
26104,James Cameron's Dark Angel,PS2,,Action,Universal Interactive,0.08,0.07,0.0,0.02,0.17,,,72373,Radical Entertainment
26108,Mahjong Fight Club,PSP,2004.0,Misc,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,,0.17,72375,Konami
26109,World Driver Championship,N64,1999.0,Racing,Midway Games,0.14,0.03,0.0,0.0,0.17,,0.17,72376,Boss Game Studios
26110,Bomberman 64: The Second Attack!,N64,1999.0,Adventure,Hudson Soft,0.05,0.01,0.11,0.0,0.17,,,72377,Hudson Soft
26111,Turok 3: Shadow of Oblivion,N64,2000.0,Shooter,Acclaim Entertainment,0.12,0.05,0.0,0.0,0.17,,0.17,72378,Acclaim Studios Austin
26116,Codename: Kids Next Door: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.12,0.05,0.0,0.0,0.17,,0.17,72380,Majesco Games
26117,Zoo Hospital,Wii,2008.0,Simulation,Majesco Entertainment,0.14,0.01,0.0,0.01,0.17,,0.16,72381,Torus Games
26119,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004.0,Misc,Nintendo,0.12,0.05,0.0,0.0,0.17,,,72382,Nintendo
26120,Time and Eternity,PS3,2012.0,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,,,72383,imageepoch Inc.
26128,Gundam Assault Survive,PSP,2010.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,0.17,72385,Bandai Namco Games
26131,Disney's Home on the Range,GBA,2004.0,Action,Disney Interactive Studios,0.12,0.04,0.0,0.0,0.17,,0.17,72388,Artificial Mind and Movement
26132,Sid Meier's Civilization IV,PC,2005.0,Strategy,Take-Two Interactive,0.02,0.12,0.0,0.03,0.17,,0.16,72389,Firaxis Games
26136,Space Griffon VF-9,PS,1995.0,Role-Playing,Panther Software,0.02,0.02,0.12,0.01,0.17,,0.17,72391,Panther Software
26138,Family Feud Decades,Wii,2010.0,Misc,Ubisoft,0.16,0.0,0.0,0.01,0.17,,0.16,72392,Ludia Inc.
26139,NBA Live 16,PS4,2015.0,Sports,Electronic Arts,0.1,0.04,0.0,0.03,0.17,6.0,0.21,72393,EA Tiburon
26145,Solitaire Overload Plus,DS,2010.0,Misc,Telegames,0.16,0.0,0.0,0.01,0.17,,0.16,72395,Cosmigo
26146,.hack//G.U. Vol.1//Rebirth,PS2,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,0.17,72396,CyberConnect2
26147,Gyakuten Saiban 3,GBA,2004.0,Adventure,Capcom,0.0,0.0,0.16,0.0,0.17,,0.17,72397,Capcom
26151,Tak: Mojo Mistake,DS,2008.0,Action,THQ,0.16,0.0,0.0,0.01,0.17,,0.16,72399,THQ
26152,Gallop Racer 2001,PS2,2001.0,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17,,0.17,72400,Tecmo
26153,Nightmare Creatures II,PS,2000.0,Action,Konami Digital Entertainment,0.09,0.06,0.0,0.01,0.17,,0.17,72401,Kalisto Entertainment
26155,Marble Saga: Kororinpa,Wii,2009.0,Puzzle,Konami Digital Entertainment,0.1,0.06,0.0,0.02,0.17,,0.16,72402,Hudson Soft
26156,Fuzion Frenzy 2,X360,2007.0,Misc,Microsoft Game Studios,0.14,0.01,0.0,0.01,0.17,,0.17,72403,Hudson Soft
26157,Catwoman,PS2,2004.0,Action,Electronic Arts,0.08,0.06,0.0,0.02,0.17,,0.17,72404,Argonaut Games
26169,Country Dance: All Stars,X360,2012.0,Action,GameMill Entertainment,0.16,0.0,0.0,0.01,0.17,,0.18,72406,GameMill Entertainment
26170,Garfield: Lasagna World Tour,PS2,2007.0,Action,Blast! Entertainment Ltd,0.08,0.06,0.0,0.02,0.17,,,72407,EKO Software
26171,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.12,0.04,0.0,0.0,0.17,,0.17,72408,Majesco Games
26176,Bomberman Land,Wii,2007.0,Misc,Rising Star Games,0.11,0.02,0.03,0.01,0.17,,,72410,Hudson Soft
26180,Bomberman B-Daman,SNES,1996.0,Shooter,Hudson Soft,0.0,0.0,0.17,0.0,0.17,,0.17,72411,Hudson Soft
26181,Terminator 3: The Redemption,PS2,2004.0,Shooter,Atari,0.08,0.06,0.0,0.02,0.17,,0.17,72412,Paradigm Entertainment
26187,Beat Down: Fists of Vengeance,PS2,2005.0,Action,Capcom,0.04,0.03,0.09,0.01,0.17,,0.17,72414,Cavia Inc.
26188,Reloaded,PS,1996.0,Action,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17,,0.17,72415,Gremlin Interactive
26190,Sword of the Samurai,PS2,,Fighting,Ubisoft,0.0,0.0,0.17,0.0,0.17,,,72416,LightWeight
26192,MotoGP 15,PS4,2015.0,Racing,Milestone S.r.l.,0.0,0.12,0.03,0.02,0.17,,0.18,72417,Milestone S.r.l.
26218,Naruto Shippuden: Ultimate Ninja 5,PS2,2007.0,Fighting,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,,72422,CyberConnect2
26219,Shrek Extra Large,GC,2002.0,Platform,TDK Mediactive,0.13,0.03,0.0,0.0,0.17,,0.17,72423,Digital Illusions
26226,World Tour Soccer 2006,PS2,2004.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17,,,72425,SCEE London Studio
26227,Gunvalkyrie,XB,2002.0,Shooter,Infogrames,0.13,0.04,0.0,0.01,0.17,,0.17,72426,Smilebit
26228,VR Golf '97,PS,1996.0,Sports,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17,,0.17,72428,Gremlin Interactive
26230,Michael Jackson: The Experience 3D,3DS,2011.0,Misc,Ubisoft,0.13,0.03,0.0,0.01,0.17,,0.17,72429,Longtail Studios
26234,Digimon Story: Cyber Sleuth,PSV,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,,72431,Media.Vision
26238,Off-World Interceptor Extreme,PS,1995.0,Racing,Crystal Dynamics,0.09,0.06,0.0,0.01,0.17,,0.17,72432,Crystal Dynamics
26246,Disney Golf,PS2,2002.0,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17,,0.17,72434,Tikipod
26251,Custom Robo Arena,DS,2006.0,Fighting,Nintendo,0.02,0.02,0.12,0.0,0.17,,,72436,Noise Inc.
26252,Clock Tower II: The Struggle Within,PS,1998.0,Adventure,Human Entertainment,0.02,0.01,0.12,0.01,0.17,,,72437,Human Entertainment
26253,Batman Beyond: Return of the Joker,PS,2000.0,Action,Ubisoft,0.09,0.06,0.0,0.01,0.17,,0.17,72438,Kemco
26269,Mega Man Network Transmission,GC,2003.0,Platform,Capcom,0.13,0.03,0.0,0.0,0.17,,0.17,72441,Arika
26270,I'm A Celebrity: Get Me Out of Here!,Wii,2009.0,Misc,Mindscape,0.0,0.16,0.0,0.01,0.17,,0.17,72442,Mindscape
26272,Pursuit Force,PSP,2005.0,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.02,0.17,,,72443,Bigbig Studios
26274,Densetsu no Stafi 4,DS,2006.0,Platform,Nintendo,0.0,0.0,0.17,0.0,0.17,,0.17,72444,TOSE
26275,Naval Assault: The Killing Tide,X360,2010.0,Simulation,505 Games,0.08,0.07,0.0,0.02,0.17,,0.17,72446,Artech Studios
26276,Tokimeki Memorial: Private Collection,PS,1996.0,Misc,Konami Digital Entertainment,0.0,0.0,0.16,0.01,0.17,,0.17,72447,Konami
26277,RC Revenge Pro,PS2,2000.0,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.17,,,72448,Acclaim Entertainment
26283,Hellboy: The Science of Evil,PS3,2008.0,Action,Konami Digital Entertainment,0.13,0.02,0.0,0.02,0.17,,0.18,72450,Krome Studios
26289,Zoo Keeper,DS,2004.0,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01,0.17,,,72452,"Buddiez, Inc."
26297,Far East of Eden II: Manji Maru,PS2,2003.0,Role-Playing,Hudson Soft,0.0,0.0,0.17,0.0,0.17,,0.17,72455,Hudson Soft
26301,Lost Kingdoms,GC,2002.0,Role-Playing,Activision,0.1,0.02,0.04,0.0,0.17,,0.17,72456,From Software
26302,WRC 2: FIA World Rally Championship,PS3,2011.0,Racing,Ubisoft,0.0,0.13,0.0,0.04,0.17,,0.16,72457,Milestone S.r.l
26305,Blood Bowl,X360,2009.0,Sports,Focus Home Interactive,0.13,0.03,0.0,0.01,0.17,,,72458,Cyanide Studio
26310,Matchbox Cross Town Heroes,GBA,2002.0,Racing,THQ,0.12,0.04,0.0,0.0,0.17,,0.17,72459,Magellan Interactive
26311,Wolfenstein 3D,GBA,2002.0,Shooter,BAM! Entertainment,0.12,0.04,0.0,0.0,0.17,,0.17,72460,Stalker Entertainment
26318,Nobunaga no Yabou: Tenshoki,SNES,1996.0,Strategy,Tecmo Koei,0.0,0.0,0.17,0.0,0.17,,0.17,72461,Koei
26321,Learning to Spell,DS,2010.0,Misc,505 Games,0.16,0.0,0.0,0.01,0.17,,0.17,72462,505 Games
26322,"Go, Diego, Go! Safari Rescue",DS,2007.0,Adventure,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,,0.15,72463,Black Lantern Studios
26323,Super Power League,SNES,1993.0,Sports,Hudson Soft,0.0,0.0,0.17,0.0,0.17,,0.17,72464,Hudson Soft
26324,Easy Piano,DS,2009.0,Misc,Game Life,0.04,0.11,0.0,0.02,0.17,,,72465,Game Life
26345,Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014.0,Action,Nippon Columbia,0.0,0.0,0.17,0.0,0.17,,0.18,72470,Nippon Columbia
26346,NASCAR '15,X360,2015.0,Sports,Deep Silver,0.15,0.0,0.0,0.02,0.17,,0.17,72471,Eutechnyx
26349,TransFormers Animated: The Game,DS,2008.0,Action,Activision,0.15,0.01,0.0,0.01,0.17,,0.17,72472,Artificial Mind and Movement
26352,Sega Superstars,PS2,2004.0,Misc,Sega,0.08,0.06,0.0,0.02,0.17,,0.17,72474,Sonic Team
26361,Mousetrap / Operation / Simon,GBA,2005.0,Misc,DSI Games,0.12,0.04,0.0,0.0,0.17,,0.17,72477,Gravity-I
26362,Klonoa,Wii,2008.0,Platform,Namco Bandai Games,0.11,0.02,0.03,0.01,0.17,,,72478,Paon Corporation
26371,Spyro: Shadow Legacy,DS,2005.0,Action,Vivendi Games,0.14,0.01,0.0,0.01,0.17,,0.16,72481,Amaze Entertainment
26382,Dragon Ball: Fusions,3DS,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,8.0,0.54,72484,Ganbarion
26387,TOEIC Test Training DS,DS,2007.0,Misc,IE Institute,0.0,0.0,0.17,0.0,0.17,,0.17,72486,IE Institute
26388,Jikkyou Powerful Pro Yakyuu 2014,PS3,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,,0.17,72487,Konami Digital Entertainment
26393,Itoi Shigesato no Bass Tsuri No. 1,SNES,1997.0,Sports,Nintendo,0.0,0.0,0.17,0.0,0.17,,0.17,72489,HAL Laboratory
26394,Cubivore: Survival of the Fittest,GC,2002.0,Adventure,Nintendo,0.01,0.0,0.15,0.0,0.17,,0.17,72490,Saru Brunei / Intelligent Systems
26395,The Sims 3: Seasons,PC,2012.0,Simulation,Electronic Arts,0.0,0.13,0.0,0.03,0.17,,0.15,72491,Maxis
26412,Mr. Do!'s Castle,2600,1983.0,Action,Parker Bros.,0.15,0.01,0.0,0.0,0.17,,,72497,Parker Bros
26415,Death Trap,2600,1982.0,Action,Avalon Interactive,0.15,0.01,0.0,0.0,0.17,,,72498,Avalon Hill
26416,Armor Ambush,2600,1981.0,Action,Mattel Interactive,0.15,0.01,0.0,0.0,0.17,,,72499,Mattel
26430,Hyperdimension Neptunia Victory,PS3,2012.0,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16,,,72502,Idea Factory
26431,Taz Wanted,PS2,2002.0,Platform,Atari,0.08,0.06,0.0,0.02,0.16,,0.16,72503,Blitz Games
26435,Mobile Suit Gundam: Extreme VS Force,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,,,72504,Namco Bandai Games
26444,Phantasy Star Online 2,PSV,2013.0,Role-Playing,Sega,0.0,0.0,0.16,0.0,0.16,,0.17,72507,Unknown
26447,Vehicular Combat League presents Motor Mayhem,PS2,2001.0,Racing,Atari,0.08,0.06,0.0,0.02,0.16,,0.16,72508,Beyond Games
26448,PoPoLoCrois: Hajimari no Bouken,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,0.0,0.16,,0.16,72509,SCEA
26449,Star Wars: Super Bombad Racing,PS2,2001.0,Racing,LucasArts,0.08,0.06,0.0,0.02,0.16,,0.16,72510,Lucas Learning
26450,Hamster Heroes,Wii,2008.0,Puzzle,Popcorn Arcade,0.16,0.0,0.0,0.0,0.16,,,72511,Data Design Interactive
26457,Ar Nosurge: Ode to an Unborn Star,PS3,2014.0,Role-Playing,Tecmo Koei,0.05,0.04,0.06,0.02,0.16,,,72513,Gust
26462,Leisure Suit Larry: Box Office Bust,X360,2009.0,Adventure,Codemasters,0.14,0.01,0.0,0.01,0.16,,0.16,72515,Team17 Software
26465,Alien Resurrection,PS,2000.0,Shooter,Fox Interactive,0.09,0.06,0.0,0.01,0.16,,0.16,72516,Argonaut Games
26466,World Tour Soccer 2005,PS2,2004.0,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.16,,0.16,72517,SCEE London Studio
26467,Dungeon Siege: Throne of Agony,PSP,2006.0,Role-Playing,Take-Two Interactive,0.13,0.02,0.0,0.02,0.16,,0.16,72518,SuperVillain Studios
26468,Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008.0,Action,Activision,0.12,0.02,0.0,0.02,0.16,,0.16,72519,Shaba Games
26478,Gunslingers,Wii,2010.0,Shooter,Neko Entertainment,0.08,0.06,0.0,0.02,0.16,,,72522,Neko Entertainment
26483,Lufia: Curse of the Sinistrals,DS,2010.0,Role-Playing,Square Enix,0.12,0.0,0.03,0.01,0.16,,0.16,72524,Neverland Company
26486,ESPN College Hoops,PS2,2003.0,Sports,Sega,0.08,0.06,0.0,0.02,0.16,,0.16,72526,Visual Concepts
26488,Thor: God of Thunder,Wii,2011.0,Action,Sega,0.11,0.04,0.0,0.01,0.16,,0.15,72527,Liquid Entertainment
26495,F1 Championship Season 2000,PS2,2000.0,Racing,Electronic Arts,0.06,0.05,0.03,0.02,0.16,,0.16,72528,EA Sports
26499,Guilty Gear Judgment,PSP,2006.0,Fighting,Majesco Entertainment,0.13,0.0,0.02,0.01,0.16,,0.16,72530,Arc System Works
26501,Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,0.16,72531,Konami
26503,Around the World in 80 Days,DS,2010.0,Action,PlayV,0.0,0.14,0.0,0.02,0.16,,,72533,Saffire Corporation
26507,True Swing Golf,DS,2005.0,Sports,Nintendo,0.11,0.0,0.04,0.01,0.16,,,72535,Tikipod
26508,Zapper: One Wicked Cricket!,PS2,2002.0,Platform,Infogrames,0.08,0.06,0.0,0.02,0.16,,0.16,72536,Blitz Games
26521,Kya: Dark Lineage,PS2,2003.0,Adventure,Atari,0.08,0.06,0.0,0.02,0.16,,0.16,72539,Eden Games
26526,Curious George,GBA,2006.0,Action,Namco Bandai Games,0.12,0.04,0.0,0.0,0.16,,0.16,72541,Torus Games
26537,Medieval Games,Wii,2009.0,Action,Vir2L Studios,0.14,0.01,0.0,0.01,0.16,,0.16,72543,N-Fusion Interactive
26538,Stronghold 3,PC,2011.0,Strategy,,0.06,0.1,0.0,0.0,0.16,3.0,0.19,72544,FireFly Studios
26539,Kid Adventures: Sky Captain,Wii,2010.0,Action,Unknown,0.11,0.04,0.0,0.01,0.16,,0.14,72546,Torus Games
26540,Lethal Skies II,PS2,2003.0,Simulation,Sammy Corporation,0.08,0.06,0.0,0.02,0.16,,0.16,72547,"Asmik Ace Entertainment, Inc."
26541,Doctor Lautrec and the Forgotten Knights,3DS,2011.0,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,0.16,6.1,0.17,72548,Konami
26542,Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,2006.0,Action,Disney Interactive Studios,0.15,0.0,0.0,0.01,0.16,,0.16,72549,WayForward Technologies
26543,Godzilla Unleashed,Wii,2007.0,Fighting,Atari,0.15,0.0,0.0,0.01,0.16,,0.16,72550,"Pipeworks Software, Inc."
26545,Kamaitachi no Yoru × 3,PS2,2006.0,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,,,72551,ChunSoft
26546,Tom and Jerry: Infurnal Escape,GBA,2003.0,Action,Ubisoft,0.12,0.04,0.0,0.0,0.16,,0.16,72552,Cinegroupe
26555,King's Field,PS,1995.0,Role-Playing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16,,0.16,72555,From Software
26556,Hannah Montana: Rock Out the Show,PSP,2009.0,Misc,Disney Interactive Studios,0.13,0.01,0.0,0.02,0.16,,0.16,72556,"Page 44 Studios, LLC"
26558,Let's Ride: Sunshine Stables,GBA,2005.0,Sports,DTP Entertainment,0.12,0.04,0.0,0.0,0.16,,0.16,72557,Independent Arts Software GmbH
26559,World Stadium 4,PS,2000.0,Sports,Namco Bandai Games,0.0,0.0,0.15,0.01,0.16,,0.16,72558,Namco
26566,San Goku Shi Taisen DS,DS,2007.0,Strategy,Sega,0.0,0.0,0.16,0.0,0.16,,0.16,72561,Sega
26567,Kawa no Nushi Tsuri,PS,1998.0,Sports,Victor Interactive,0.0,0.0,0.15,0.01,0.16,,0.16,72562,Victor Interactive Software
26568,N2O: Nitrous Oxide,PS,1998.0,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.16,,0.16,72563,Gremlin Interactive
26570,Magic: The Gathering - Battlegrounds,XB,2003.0,Strategy,Atari,0.12,0.03,0.0,0.01,0.16,,0.16,72564,Secret Level
26572,Heroes over Europe,PS3,2009.0,Simulation,Ubisoft,0.12,0.02,0.0,0.02,0.16,,,72565,Transmission Games
26587,Bladestorm: Nightmare,PS4,2015.0,Action,Tecmo Koei,0.07,0.04,0.03,0.02,0.16,6.2,0.22,72569,Omega Force
26590,Otogirisou,SNES,1992.0,Adventure,ChunSoft,0.0,0.0,0.16,0.0,0.16,,0.16,72570,ChunSoft
26591,SD Gundam G Generation 3D,3DS,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,,0.16,72571,Unknown
26597,Grease Dance,X360,2011.0,Misc,505 Games,0.11,0.03,0.0,0.01,0.16,,0.16,72573,505 Games
26599,Ready 2 Rumble Revolution,Wii,2009.0,Sports,Atari,0.15,0.0,0.0,0.01,0.16,,0.16,72574,10tacle Studios AG
26600,My Baby 3 & Friends,DS,2010.0,Simulation,Majesco Entertainment,0.13,0.02,0.0,0.01,0.16,,0.16,72575,Nobilis
26601,NASCAR '14,X360,2014.0,Racing,Deep Silver,0.15,0.0,0.0,0.01,0.16,,0.17,72576,Eutechnyx
26607,Midway Arcade Treasures 3,PS2,2005.0,Misc,Midway Games,0.08,0.06,0.0,0.02,0.16,,0.16,72578,Digital Eclipse
26610,Dr. Muto,PS2,2002.0,Platform,Midway Games,0.08,0.06,0.0,0.02,0.16,,0.16,72579,Midway
26618,Puzzle Quest: Galactrix,DS,2009.0,Puzzle,D3Publisher,0.15,0.0,0.0,0.01,0.16,,0.16,72581,Infinite Interactive
26622,DS Rakubiki Jiten,DS,2005.0,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16,,0.16,72582,Nintendo
26623,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005.0,Adventure,Activision,0.08,0.06,0.0,0.02,0.16,,0.16,72583,Sand Grain Studios
26628,Fatal Frame II: Crimson Butterfly,PS2,2003.0,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,,0.16,72584,Tecmo
26636,Dewy's Adventure,Wii,2007.0,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.01,0.16,,0.16,72586,Konami
26637,Shadow Man: 2econd Coming,PS2,2002.0,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16,,0.16,72587,Acclaim Studios Teesside
26638,Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011.0,Strategy,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,0.16,72588,Konami
26641,Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003.0,Sports,Activision,0.08,0.06,0.0,0.02,0.16,,0.16,72591,Shaba Games
26651,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,0.16,72593,Diamond Head
26652,Alone in the Dark: The New Nightmare,PS,,Adventure,Infogrames,0.09,0.06,0.0,0.01,0.16,,,72594,Darkworks
26664,Flushed Away,GC,2006.0,Platform,D3Publisher,0.12,0.03,0.0,0.0,0.16,,0.16,72596,Monkey Bar Games
